Authors,Title,Year,Source title,Cited by
"Chapman M.A., Lawrence M.S., Keats J.J., Cibulskis K., Sougnez C., Schinzel A.C., Harview C.L., Brunet J.-P., Ahmann G.J., Adli M., Anderson K.C., Ardlie K.G., Auclair D., Baker A., Bergsagel P.L., Bernstein B.E., Drier Y., Fonseca R., Gabriel S.B., Hofmeister C.C., Jagannath S., Jakubowiak A.J., Krishnan A., Levy J., Liefeld T., Lonial S., Mahan S., Mfuko B., Monti S., Perkins L.M., Onofrio R., Pugh T.J., Rajkumar S.V., Ramos A.H., Siegel D.S., Sivachenko A., Stewart A.K., Trudel S., Vij R., Voet D., Winckler W., Zimmerman T., Carpten J., Trent J., Hahn W.C., Garraway L.A., Meyerson M., Lander E.S., Getz G., Golub T.R.",Initial genome sequencing and analysis of multiple myeloma,2011,Nature,892
"Schimel D.S., House J.I., Hibbard K.A., Bousquet P., Ciais P., Peylin P., Braswell B.H., Apps M.J., Baker D., Bondeau A., Canadell J., Churkina G., Cramer W., Denning A.S., Field C.B., Friedlingstein P., Goodale C., Heimann M., Houghton R.A., Melillo J.M., Moore III B., Murdiyarso D., Noble I., Pacala S.W., Prentice I.C., Raupach M.R., Rayner P.J., Scholes R.J., Steffen W.L., Wirth C.",Recent patterns and mechanisms of carbon exchange by terrestrial ecosystems,2001,Nature,897
"Peterson B.J., Holmes R.M., McClelland J.W., Vörösmarty C.J., Lammers R.B., Shiklomanov A.I., Shiklomanov I.A., Rahmstorf S.",Increasing river discharge to the Arctic Ocean,2002,Science,902
"Bos P.D., Zhang X.H.-F., Nadal C., Shu W., Gomis R.R., Nguyen D.X., Minn A.J., Van De Vijver M.J., Gerald W.L., Foekens J.A., Massagué J.",Genes that mediate breast cancer metastasis to the brain,2009,Nature,919
"Sabeti P.C., Varilly P., Fry B., Lohmueller J., Hostetter E., Cotsapas C., Xie X., Byrne E.H., McCarroll S.A., Gaudet R., Schaffner S.F., Lander E.S., Frazer K.A., Ballinger D.G., Cox D.R., Hinds D.A., Stuve L.L., Gibbs R.A., Belmont J.W., Boudreau A., Hardenbol P., Leal S.M., Pasternak S., Wheeler D.A., Willis T.D., Yu F., Yang H., Zeng C., Gao Y., Hu H., Hu W., Li C., Lin W., Liu S., Pan H., Tang X., Wang J., Wang W., Yu J., Zhang B., Zhang Q., Zhao H., Zhao H., Zhou J., Gabriel S.B., Barry R., Blumenstiel B., Camargo A., Defelice M., Faggart M., Goyette M., Gupta S., Moore J., Nguyen H., Onofrio R.C., Parkin M., Roy J., Stahl E., Winchester E., Ziaugra L., Altshuler D., Shen Y., Yao Z., Huang W., Chu X., He Y., Jin L., Liu Y., Shen Y., Sun W., Wang H., Wang Y., Wang Y., Xiong X., Xu L., Waye M.M.Y., Tsui S.K.W., Xue H., Wong J.T.-F., Galver L.M., Fan J.-B., Gunderson K., Murray S.S., Oliphant A.R., Chee M.S., Montpetit A., Chagnon F., Ferretti V., Leboeuf M., Olivier J.-F., Phillips M.S., Roumy S., Sallée C., Verner A., Hudson T.J., Kwok P.-Y., Cai D., Koboldt D.C., Miller R.D., Pawlikowska L., Taillon-Miller P., Xiao M., Tsui L.-C., Mak W., You Q.S., Tam P.K.H., Nakamura Y., Kawaguchi T., Kitamoto T., Morizono T., Nagashima A., Ohnishi Y., Sekine A., Tanaka T., Tsunoda T., Deloukas P., Bird C.P., Delgado M., Dermitzakis E.T., Gwilliam R., Hunt S., Morrison J., Powell D., Stranger B.E., Whittaker P., Bentley D.R., Daly M.J., De Bakker P.I.W., Barrett J., Chretien Y.R., Maller J., McCarroll S., Patterson N., Pe'Er I., Price A., Purcell S., Richter D.J., Saxena R., Sham P.C., Stein L.D., Krishnan L., Smith A.V., Tello-Ruiz M.K., Thorisson G.A., Chakravarti A., Chen P.E., Cutler D.J., Kashuk C.S., Lin S., Abecasis G.R., Guan W., Li Y., Munro H.M., Qin Z.S., Thomas D.J., McVean G., Auton A., Bottolo L., Cardin N., Eyheramendy S., Freeman C., Marchini J., Myers S., Spencer C., Stephens M., Donnelly P., Cardon L.R., Clarke G., Evans D.M., Morris A.P., Weir B.S., Johnson T.A., Mullikin J.C., Sherry S.T., Feolo M., Skol A., Zhang H., Matsuda I., Fukushima Y., MacEr D.R., Suda E., Rotimi C.N., Adebamowo C.A., Ajayi I., Aniagwu T., Marshall P.A., Nkwodimmah C., Royal C.D.M., Leppert M.F., Dixon M., Peiffer A., Qiu R., Kent A., Kato K., Niikawa N., Adewole I.F., Knoppers B.M., Foster M.W., Clayton E.W., Watkin J., Muzny D., Nazareth L., Sodergren E., Weinstock G.M., Yakub I., Birren B.W., Wilson R.K., Fulton L.L., Rogers J., Burton J., Carter N.P., Clee C.M., Griffiths M., Jones M.C., McLay K., Plumb R.W., Ross M.T., Sims S.K., Willey D.L., Chen Z., Han H., Kang L., Godbout M., Wallenburg J.C., L'Archevêque P., Bellemare G., Saeki K., Wang H., An D., Fu H., Li Q., Wang Z., Wang R., Holden A.L., Brooks L.D., McEwen J.E., Guyer M.S., Wang V.O., Peterson J.L., Shi M., Spiegel J., Sung L.M., Zacharia L.F., Collins F.S., Kennedy K., Jamieson R., Stewart J.",Genome-wide detection and characterization of positive selection in human populations,2007,Nature,930
"Odom D.T., Zizlsperger H., Gordon D.B., Bell G.W., Rinaldi N.J., Murray H.L., Volkert T.L., Schreiber J., Rolfe P.A., Gifford D.K., Fraenkel E., Bell G.I., Young R.A.",Control of Pancreas and Liver Gene Expression by HNF Transcription Factors,2004,Science,938
"Atwell S., Huang Y.S., Vilhjálmsson B.J., Willems G., Horton M., Li Y., Meng D., Platt A., Tarone A.M., Hu T.T., Jiang R., Muliyati N.W., Zhang X., Amer M.A., Baxter I., Brachi B., Chory J., Dean C., Debieu M., De Meaux J., Ecker J.R., Faure N., Kniskern J.M., Jones J.D.G., Michael T., Nemri A., Roux F., Salt D.E., Tang C., Todesco M., Traw M.B., Weigel D., Marjoram P., Borevitz J.O., Bergelson J., Nordborg M.",Genome-wide association study of 107 phenotypes in Arabidopsis thaliana inbred lines,2010,Nature,944
"Peterson B.J., Wollheim W.M., Mulholland P.J., Webster J.R., Meyer J.L., Tank J.L., Marti E., Bowden W.B., Valett H.M., Hershey A.E., McDowell W.H., Dodds W.K., Hamilton S.K., Gregory S., Morrall D.D.",Control of nitrogen export from watersheds by headwater streams,2001,Science,950
"Serruya M.D., Hatsopoulos N.G., Paninski L., Fellows M.R., Donoghue J.P.",Instant neural control of a movement signal,2002,Nature,980
"Lee E.G., Boone D.L., Chai S., Libby S.L., Chien M., Lodolce J.P., Ma A.",Failure to regulate TNF-induced NF-κB and cell death responses in A20-deficient mice,2000,Science,1011
"Lee K.-B., Park S.-J., Mirkin C.A., Smith J.C., Mrksich M.",Protein nanoarrays generated by dip-pen nanotithography,2002,Science,1047
"Kingon A.I., Maria J.-P., Streiffer S.K.",Alternative dielectrics to silicon dioxide for memory and logic devices,2000,Nature,1051
"Park S.Y., Lytton-Jean A.K.R., Lee B., Weigand S., Schatz G.C., Mirkin C.A.",DNA-programmable nanoparticle crystallization,2008,Nature,1063
"Methé B.A., Nelson K.E., Pop M., Creasy H.H., Giglio M.G., Huttenhower C., Gevers D., Petrosino J.F., Abubucker S., Badger J.H., Chinwalla A.T., Earl A.M., Fitzgerald M.G., Fulton R.S., Hallsworth-Pepin K., Lobos E.A., Madupu R., Magrini V., Martin J.C., Mitreva M., Muzny D.M., Sodergren E.J., Versalovic J., Wollam A.M., Worley K.C., Wortman J.R., Young S.K., Zeng Q., Aagaard K.M., Abolude O.O., Allen-Vercoe E., Alm E.J., Alvarado L., Andersen G.L., Anderson S., Appelbaum E., Arachchi H.M., Armitage G., Arze C.A., Ayvaz T., Baker C.C., Begg L., Belachew T., Bhonagiri V., Bihan M., Blaser M.J., Bloom T., Bonazzi V.R., Brooks P., Buck G.A., Buhay C.J., Busam D.A., Campbell J.L., Canon S.R., Cantarel B.L., Chain P.S., Chen I.-M.A., Chen L., Chhibba S., Chu K., Ciulla D.M., Clemente J.C., Clifton S.W., Conlan S., Crabtree J., Cutting M.A., Davidovics N.J., Davis C.C., Desantis T.Z., Deal C., Delehaunty K.D., Dewhirst F.E., Deych E., Ding Y., Dooling D.J., Dugan S.P., Michael Dunne W., Scott Durkin A., Edgar R.C., Erlich R.L., Farmer C.N., Farrell R.M., Faust K., Feldgarden M., Felix V.M., Fisher S., Fodor A.A., Forney L., Foster L., Di Francesco V., Friedman J., Friedrich D.C., Fronick C.C., Fulton L.L., Gao H., Garcia N., Giannoukos G., Giblin C., Giovanni M.Y., Goldberg J.M., Goll J., Gonzalez A., Griggs A., Gujja S., Haas B.J., Hamilton H.A., Harris E.L., Hepburn T.A., Herter B., Hoffmann D.E., Holder M.E., Howarth C., Huang K.H., Huse S.M., Izard J., Jansson J.K., Jiang H., Jordan C., Joshi V., Katancik J.A., Keitel W.A., Kelley S.T., Kells C., Kinder-Haake S., King N.B., Knight R., Knights D., Kong H.H., Koren O., Koren S., Kota K.C., Kovar C.L., Kyrpides N.C., La Rosa P.S., Lee S.L., Lemon K.P., Lennon N., Lewis C.M., Lewis L., Ley R.E., Li K., Liolios K., Liu B., Liu Y., Lo C.-C., Lozupone C.A., Dwayne Lunsford R., Madden T., Mahurkar A.A., Mannon P.J., Mardis E.R., Markowitz V.M., Mavrommatis K., McCorrison J.M., McDonald D., McEwen J., McGuire A.L., McInnes P., Mehta T., Mihindukulasuriya K.A., Miller J.R., Minx P.J., Newsham I., Nusbaum C., O'Laughlin M., Orvis J., Pagani I., Palaniappan K., Patel S.M., Pearson M., Peterson J., Podar M., Pohl C., Pollard K.S., Priest M.E., Proctor L.M., Qin X., Raes J., Ravel J., Reid J.G., Rho M., Rhodes R., Riehle K.P., Rivera M.C., Rodriguez-Mueller B., Rogers Y.-H., Ross M.C., Russ C., Sanka R.K., Sankar P., Fah Sathirapongsasuti J., Schloss J.A., Schloss P.D., Schmidt T.M., Scholz M., Schriml L., Schubert A.M., Segata N., Segre J.A., Shannon W.D., Sharp R.R., Sharpton T.J., Shenoy N., Sheth N.U., Simone G.A., Singh I., Smillie C.S., Sobel J.D., Sommer D.D., Spicer P., Sutton G.G., Sykes S.M., Tabbaa D.G., Thiagarajan M., Tomlinson C.M., Torralba M., Treangen T.J., Truty R.M., Vishnivetskaya T.A., Walker J., Wang L., Wang Z., Ward D.V., Warren W., Watson M.A., Wellington C., Wetterstrand K.A., White J.R., Wilczek-Boney K., Qing Wu Y., Wylie K.M., Wylie T., Yandava C., Ye L., Ye Y., Yooseph S., Youmans B.P., Zhang L., Zhou Y., Zhu Y., Zoloth L., Zucker J.D., Birren B.W., Gibbs R.A., Highlander S.K., Weinstock G.M., Wilson R.K., White O.",A framework for human microbiome research,2012,Nature,1085
"Lawrence M.S., Sougnez C., Lichtenstein L., Cibulskis K., Lander E., Gabriel S.B., Getz G., Ally A., Balasundaram M., Birol I., Bowlby R., Brooks D., Butterfield Y.S.N., Carlsen R., Cheng D., Chu A., Dhalla N., Guin R., Holt R.A., Jones S.J.M., Lee D., Li H.I., Marra M.A., Mayo M., Moore R.A., Mungall A.J., Robertson A.G., Schein J.E., Sipahimalani P., Tam A., Thiessen N., Wong T., Protopopov A., Santoso N., Lee S., Parfenov M., Zhang J., Mahadeshwar H.S., Tang J., Ren X., Seth S., Haseley P., Zeng D., Yang L., Xu A.W., Song X., Pantazi A., Bristow C.A., Hadjipanayis A., Seidman J., Chin L., Park P.J., Kucherlapati R., Akbani R., Casasent T., Liu W., Lu Y., Mills G., Motter T., Weinstein J., Diao L., Wang J., Hong Fan Y., Liu J., Wang K., Auman J.T., Balu S., Bodenheimer T., Buda E., Hayes D.N., Hoadley K.A., Hoyle A.P., Jefferys S.R., Jones C.D., Kimes P.K., Liu Y., Marron J.S., Meng S., Mieczkowski P.A., Mose L.E., Parker J.S., Perou C.M., Prins J.F., Roach J., Shi Y., Simons J.V., Singh D., Soloway M.G., Tan D., Veluvolu U., Walter V., Waring S., Wilkerson M.D., Wu J., Zhao N., Cherniack A.D., Hammerman P.S., Tward A.D., Pedamallu C.S., Saksena G., Jung J., Ojesina A.I., Carter S.L., Zack T.I., Schumacher S.E., Beroukhim R., Freeman S.S., Meyerson M., Cho J., Noble M.S., DiCara D., Zhang H., Heiman D.I., Gehlenborg N., Voet D., Lin P., Frazer S., Stojanov P., Liu Y., Zou L., Kim J., Muzny D., Doddapaneni H.V., Kovar C., Reid J., Morton D., Han Y., Hale W., Chao H., Chang K., Drummond J.A., Gibbs R.A., Kakkar N., Wheeler D., Xi L., Ciriello G., Ladanyi M., Lee W., Ramirez R., Sander C., Shen R., Sinha R., Weinhold N., Taylor B.S., Aksoy B.A., Dresdner G., Gao J., Gross B., Jacobsen A., Reva B., Schultz N., Sumer S.O., Sun Y., Chan T.A., Morris L.G., Stuart J., Benz S., Ng S., Benz C., Yau C., Baylin S.B., Cope L., Danilova L., Herman J.G., Bootwalla M., Maglinte D.T., Laird P.W., Triche T., Jr., Weisenberger D.J., Van Den Berg D.J., Agrawal N., Bishop J., Boutros P.C., Bruce J.P., Byers L.A., Califano J., Carey T.E., Chen Z., Cheng H., Chiosea S.I., Cohen E., Diergaarde B., Egloff A.M., El-Naggar A.K., Ferris R.L., Frederick M.J., Grandis J.R., Guo Y., Haddad R.I., Harris T., Hui A.B.Y., Lee J.J., Lippman S.M., Liu F.-F., McHugh J.B., Myers J., Ng P.K.S., Perez-Ordonez B., Pickering C.R., Prystowsky M., Romkes M., Saleh A.D., Sartor M.A., Seethala R., Seiwert T.Y., Si H., Van Waes C., Waggott D.M., Wiznerowicz M., Yarbrough W.G., Zhang J., Zuo Z., Burnett K., Crain D., Gardner J., Lau K., Mallery D., Morris S., Paulauskis J., Penny R., Shelton C., Shelton T., Sherman M., Yena P., Black A.D., Bowen J., Frick J., Gastier-Foster J.M., Harper H.A., Leraas K., Lichtenberg T.M., Ramirez N.C., Wise L., Zmuda E., Baboud J., Jensen M.A., Kahn A.B., Pihl T.D., Pot D.A., Srinivasan D., Walton J.S., Wan Y., Burton R.A., Davidsen T., Demchok J.A., Eley G., Ferguson M.L., Mills Shaw K.R., Ozenberger B.A., Sheth M., Sofia H.J., Tarnuzzer R., Wang Z., Yang L., Zenklusen J.C., Saller C., Tarvin K., Chen C., Bollag R., Weinberger P., Golusiński W., Golusiński P., Ibbs M., Korski K., Mackiewicz A., Suchorska W., Szybiak B., Curley E., Beard C., Mitchell C., Sandusky G., Ahn J., Khan Z., Irish J., Waldron J., William W.N., Jr., Egea S., Gomez-Fernandez C., Herbert L., Bradford C.R., Chepeha D.B., Haddad A.S., Jones T.R., Komarck C.M., Malakh M., Moyer J.S., Nguyen A., Peterson L.A., Prince M.E., Rozek L.S., Taylor E.G., Walline H.M., Wolf G.T., Boice L., Chera B.S., Funkhouser W.K., Gulley M.L., Hackman T.G., Hayward M.C., Huang M., Rathmell W.K., Salazar A.H., Shockley W.W., Shores C.G., Thorne L., Weissler M.C., Wrenn S., Zanation A.M., Brown B.T., Pham M.",Comprehensive genomic characterization of head and neck squamous cell carcinomas,2015,Nature,1122
"Wen L., Ley R.E., Volchkov P.Yu., Stranges P.B., Avanesyan L., Stonebraker A.C., Hu C., Wong F.S., Szot G.L., Bluestone J.A., Gordon J.I., Chervonsky A.V.",Innate immunity and intestinal microbiota in the development of Type 1 diabetes,2008,Nature,1157
"Chen C., Kang Y., Huo Z., Zhu Z., Huang W., Xin H.L., Snyder J.D., Li D., Herron J.A., Mavrikakis M., Chi M., More K.L., Li Y., Markovic N.M., Somorjai G.A., Yang P., Stamenkovic V.R.",Highly crystalline multimetallic nanoframes with three-dimensional electrocatalytic surfaces,2014,Science,1207
"Clark A.G., Eisen M.B., Smith D.R., Bergman C.M., Oliver B., Markow T.A., Kaufman T.C., Kellis M., Gelbart W., Iyer V.N., Pollard D.A., Sackton T.B., Larracuente A.M., Singh N.D., Abad J.P., Abt D.N., Adryan B., Aguade M., Akashi H., Anderson W.W., Aquadro C.F., Ardell D.H., Arguello R., Artieri C.G., Barbash D.A., Barker D., Barsanti P., Batterham P., Batzoglou S., Begun D., Bhutkar A., Blanco E., Bosak S.A., Bradley R.K., Brand A.D., Brent M.R., Brooks A.N., Brown R.H., Butlin R.K., Caggese C., Calvi B.R., Bernardo De Carvalho A., Caspi A., Castrezana S., Celniker S.E., Chang J.L., Chapple C., Chatterji S., Chinwalla A., Civetta A., Clifton S.W., Comeron J.M., Costello J.C., Coyne J.A., Daub J., David R.G., Delcher A.L., Delehaunty K., Do C.B., Ebling H., Edwards K., Eickbush T., Evans J.D., Filipski A., Findeiß S., Freyhult E., Fulton L., Fulton R., Garcia A.C.L., Gardiner A., Garfield D.A., Garvin B.E., Gibson G., Gilbert D., Gnerre S., Godfrey J., Good R., Gotea V., Gravely B., Greenberg A.J., Griffiths-Jones S., Gross S., Guigo R., Gustafson E.A., Haerty W., Hahn M.W., Halligan D.L., Halpern A.L., Halter G.M., Han M.V., Heger A., Hillier L., Hinrichs A.S., Holmes I., Hoskins R.A., Hubisz M.J., Hultmark D., Huntley M.A., Jaffe D.B., Jagadeeshan S., Jeck W.R., Johnson J., Jones C.D., Jordan W.C., Karpen G.H., Kataoka E., Keightley P.D., Kheradpour P., Kirkness E.F., Koerich L.B., Kristiansen K., Kudrna D., Kulathinal R.J., Kumar S., Kwok R., Lander E., Langley C.H., Lapoint R., Lazzaro B.P., Lee S.-J., Levesque L., Li R., Lin C.-F., Lin M.F., Lindblad-Toh K., Llopart A., Long M., Low L., Lozovsky E., Lu J., Luo M., Machado C.A., Makalowski W., Marzo M., Matsuda M., Matzkin L., McAllister B., McBride C.S., McKernan B., McKernan K., Mendez-Lago M., Minx P., Mollenhauer M.U., Montooth K., Mount S.M., Mu X., Myers E., Negre B., Newfeld S., Nielsen R., Noor M.A.F., O'Grady P., Pachter L., Papaceit M., Parisi M.J., Parisi M., Parts L., Pedersen J.S., Pesole G., Phillippy A.M., Ponting C.P., Pop M., Porcelli D., Powell J.R., Prohaska S., Pruitt K., Puig M., Quesneville H., Ravi Ram K., Rand D., Rasmussen M.D., Reed L.K., Reenan R., Reily A., Remington K.A., Rieger T.T., Ritchie M.G., Robin C., Rogers Y.-H., Rohde C., Rozas J., Rubenfield M.J., Ruiz A., Russo S., Salzberg S.L., Sanchez-Gracia A., Saranga D.J., Sato H., Schaeffer S.W., Schatz M.C., Schlenke T., Schwartz R., Segarra C., Singh R.S., Sirot L., Sirota M., Sisneros N.B., Smith C.D., Smith T.F., Spieth J., Stage D.E., Stark A., Stephan W., Strausberg R.L., Strempel S., Sturgill D., Sutton G., Sutton G.G., Tao W., Teichmann S., Tobari Y.N., Tomimura Y., Tsolas J.M., Valente V.L.S., Venter E., Craig Venter J., Vicario S., Vieira F.G., Vilella A.J., Villasante A., Walenz B., Wang J., Wasserman M., Watts T., Wilson D., Wilson R.K., Wing R.A., Wolfner M.F., Wong A., Ka-Shu Wong G., Wu C.-I., Wu G., Yamamoto D., Yang H.-P., Yang S.-P., Yorke J.A., Yoshida K., Zdobnov E., Zhang P., Zhang Y., Zimin A.V., Baldwin J., Abdouelleil A., Abdulkadir J., Abebe A., Abera B., Abreu J., Christophe Acer S., Aftuck L., Alexander A., An P., Anderson E., Anderson S., Arachi H., Azer M., Bachantsang P., Barry A., Bayul T., Berlin A., Bessette D., Bloom T., Blye J., Boguslavskiy L., Bonnet C., Boukhgalter B., Bourzgui I., Brown A., Cahill P., Channer S., Cheshatsang Y., Chuda L., Citroen M., Collymore A., Cooke P., Costello M., D'Aco K., Daza R., De Haan G., Degray S., Demaso C., Dhargay N., Dooley K., Dooley E., Doricent M., Dorje P., Dorjee K., Dupes A., Elong R., Falk J., Farina A., Faro S., Ferguson D., Fisher S., Foley C.D., Franke A., Friedrich D., Gadbois L., Gearin G., Gearin C.R., Giannoukos G., Goode T., Graham J., Grandbois E., Grewal S., Gyaltsen K., Hafez N., Hagos B., Hall J., Henson C., Hollinger A., Honan T., Huard M.D., Hughes L., Hurhula B., Erii Husby M., Kamat A., Kanga B., Kashin S., Khazanovich D., Kisner P., Lance K., Lara M., Lee W., Lennon N., Letendre F., Levine R., Lipovsky A., Liu X., Liu J., Liu S., Lokyitsang T., Lokyitsang Y., Lubonja R., Lui A., MacDonald P., Magnisalis V., Maru K., Matthews C., McCusker W., McDonough S., Mehta T., Meldrim J., Meneus L., Mihai O., Mihalev A., Mihova T., Mittelman R., Mlenga V., Montmayeur A., Mulrain L., Navidi A., Naylor J., Negash T., Nguyen T., Nguyen N., Nicol R., Norbu C., Norbu N., Novod N., O'Neill B., Osman S., Markiewicz E., Oyono O.L., Patti C., Phunkhang P., Pierre F., Priest M., Raghuraman S., Rege F., Reyes R., Rise C., Rogov P., Ross K., Ryan E., Settipalli S., Shea T., Sherpa N., Shi L., Shih D., Sparrow T., Spaulding J., Stalker J., Stange-Thomann N., Stavropoulos S., Stone C., Strader C., Tesfaye S., Thomson T., Thoulutsang Y., Thoulutsang D., Topham K., Topping I., Tsamla T., Vassiliev H., Vo A., Wangchuk T., Wangdi T., Weiand M., Wilkinson J., Wilson A., Yadav S., Young G., Yu Q., Zembek L., Zhong D., Zimmer A., Zwirko Z., Alvarez P., Brockman W., Butler J., Chin C., Grabherr M., Kleber M., Mauceli E., MacCallum I.",Evolution of genes and genomes on the Drosophila phylogeny,2007,Nature,1236
Heckman J.J.,Skill formation and the economics of investing in disadvantaged children,2006,Science,1240
"Weinstein J.N., Akbani R., Broom B.M., Wang W., Verhaak R.G.W., McConkey D., Lerner S., Morgan M., Creighton C.J., Smith C., Cherniack A.D., Kim J., Pedamallu C.S., Noble M.S., Al-Ahmadie H.A., Reuter V.E., Rosenberg J.E., F.Bajorin D., Bochner B.H., Solit D.B., Koppie T., Robinson B., Gordenin D.A., Fargo D., Klimczak L.J., Roberts S.A., Au J., Laird P.W., Hinoue T., Schultz N., Ramirez R., Hansel D., Hoadley K.A., Kim W.Y., Damrauer J.S., Baylin S.B., Mungall A.J., Robertson A.G., Chu A., Kwiatkowski D.J., Sougnez C., Cibulskis K., Lichtenstein L., Sivachenko A., Stewart C., Lawrence M.S., Getz G., Lander E., Gabrie S.B., Donehower L., Carter S.L., Saksena G., Schumacher S.E., Freeman S.S., Jung J., Bhatt A.S., Pugh T., Beroukhim R., Meyerson M., Ally A., Balasundaram M., Butterfield Y.S.N., Dhalla N., Hirst C., Holt R.A., Jones S.J.M., Lee D., Li H.I., Marra M.A., Mayo M., Moore R.A., Schein J.E., Sipahimalani P., Tam A., Thiessen N., Wong T., Wye N., Bowlby R., Chuah E., Guin R., Shen H., Bootwalla M.S., Triche Jr. T., Lai P.H., Van Den Berg D.J., Weisenberger D.J., Balu S., Bodenheimer T., Hoyle A.P., Jefferys S.R., Meng S., Mose L.E., Simons J.V., Soloway M.G., Wu J., Parker J.S., Hayes D.N., Roach J., Buda E., Jones C.D., Mieczkowski P.A., Tan D., Veluvolu U., Waring S., Auman J.T., Perou C.M., Wilkerson M.D., Santoso N., Parfenov M., Ren X., Pantazi A., Hadjipanayis A., Seidman J., Kucherlapati R., Lee S., Yang L., Park P.J., Xu A.W., Protopopov A., Zhang J., Bristow C., Mahadeshwar H.S., Seth S., Song X., Tang J., Zeng D., Chin L., Guo C., Casasent T.D., Liu W., Ju Z., Motter T., Peng B., Ryan M., Su X., Yang J.-Y., Lorenzi P.L., Yao H., Zhang N., Zhang J., Mills G.B., Cho J., DiCara D., Frazer S., Gehlenborg N., Heiman D.I., Lin P., Liu Y., Stojanov P., Voet D., Zhang H., Zou L., Bernard B., Kreisberg D., Reynolds S., Rovira H., Shmulevich I., Gao J., Jacobsen A., Aksoy B.A., Antipin Y., Ciriello G., Dresdner G., Gross B., Lee W., Reva B., Shen R., Sinha R., Sumer S.O., Weinhold N., Ladanyi M., Sander C., Benz C., Carlin D., Haussler D., Ng S., Paull E., Stuart J., Zhu J., Liu Y., Zhang W., Taylor B.S., Lichtenberg T.M., Zmuda E., Barr T., Black A.D., George M., Hanf B., Helsel C., McAllister C., Ramirez N.C., Tabler T.R., Weaver S., Wise L., Bowen J., Gastier-Foster J.M., Jian W., Tello S., Ittman M., Castro P., McClenden W.D., Gibbs R., Saller C., Tarvin K., DiPiero J.M., Owens J., Bollag R., Li Q., Weinberger P., Czerwinski C., Huelsenbeck-Dill L., Iacocca M., Petrelli N., Rabeno B., Swanson P., Shelton T., Curley E., Gardner J., Mallery D., Penny R., Van Bang N., Hanh P.T., Kohl B., Van Le X., Phu B.D., Thorp R., Tien N.V., Vinh L.Q., Sandusky G., Burks E., Christ K., Gee J., Holway A., Moinzadeh A., Sorcini A., Sullivan T., Garcia-Grossman I.R., Regazzi A.M., Boice L., Rathmell W.K., Thorne L., Bastacky S., Davies B., Dhir R., Gingrich J., Hrebinko R., Maranchie J., Nelson J., Parwani A., Bshara W., Gaudioso C., Morrison C., Alexopoulou V., Bartlett J., Engel J., Kodeeswaran S., Antic T., O'Donnell P.H., Smith N.D., Steinberg G.D., Egea S., Gomez-Fernandez C., Herbert L., Jorda M., Soloway M., Beaver A., Carter S., Kapur P., Lewis C., Lotan Y., Bondaruk J., Czerniak B., Skinner E., Aldape K., Jensen M.A., Kahn A.B., Pihl T.D., Pot D.A., Srinivasan D., Wan Y., Ferguson M.L., Zenklusen J.C., Davidsen T., Demchok J.A., Shaw K.R.M., Sheth M., Tarnuzzer R., Wang Z., Yang L., Hutter C., Ozenberger B.A., Sofia H.J., Eley G.",Comprehensive molecular characterization of urothelial bladder carcinoma,2014,Nature,1293
